,Model number,sSpec number,Cores,Frequency,Turbo,L2 cache,L3 cache,TDP,Socket,I/O bus,Memory,Release date,Part number(s),Release price (USD),Cores (threads),Turbo Boost all-core/2.0 (/max. 3.0),GPU model,GPU frequency,vteIntel processors,vteIntel processors.1,Turbo Boost all-core/2.0),FSB,Mult.,Voltage,Mult,Front side bus,Multiplier,Release price,L2 Cache,Turbo Boost all-core/max turbo,Turbo Boost all-core/max turbo 2.0/max turbo 3.0
1299,Xeon E5-4640,SR0JK (Unknown) SR0KT (Unknown) SR0QT (C2),8,2.4 GHz,1/1/2/2/3/3/4/4,8 × 256 KB,20 MB,95 W,LGA 2011,2× 8.0 GT/s QPI,4× DDR3-1600,"May 14, 2012",CM8062101038303 BX80621E54640 CM8062101229400,$2725 $2730 $2725,,,,,,,,,,,,,,,,,
1300,Xeon E5-4650,SR0JH (Unknown) SR0KJ (Unknown) SR0QR (C2),8,2.7 GHz,2/2/3/3/3/5/6/6,8 × 256 KB,20 MB,130 W,LGA 2011,2× 8.0 GT/s QPI,4× DDR3-1600,"May 14, 2012",CM8062107184516 BX80621E54650 CM8062101229200,$3616 $3620 $3616,,,,,,,,,,,,,,,,,
1302,Xeon E5-4650L,SR0JN (Unknown) SR0L3 (Unknown) SR0QS (C2),8,2.6 GHz,2/2/3/3/4/4/5/5,8 × 256 KB,20 MB,115 W,LGA 2011,2× 8.0 GT/s QPI,4× DDR3-1600,"May 14, 2012",CM8062101144700 BX80621E54650L CM8062101229300,$3616 $3620 $3616,,,,,,,,,,,,,,,,,
1332,Xeon D-2141I,SR3ZV (M1),,2.2 GHz,,8 × 1 MB,11 MB,65 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303784100,$555,8 (16),,,,,,,,,,,,,,,2.7/3.0 GHz,
1333,Xeon D-2161I,SR3ZN (M1),,2.2 GHz,,12 × 1 MB,16.5 MB,90 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303534104,$962,12 (24),,,,,,,,,,,,,,,2.8/3.0 GHz,
1334,Xeon D-2191,SRCK4 (M1),,1.6 GHz,,18 × 1 MB,24.75 MB,86 W,FC-BGA 2518,DMI 3.0,4× DDR4-2400,February 2018,FH8067303930700,$2406,18 (36),,,,,,,,,,,,,,,2.2/3.0 GHz,
1336,Xeon D-2123IT,SR3ZW (M1),,2.2 GHz,,4 × 1 MB,8 MB,60 W,FC-BGA 2518,DMI 3.0,4× DDR4-2400,February 2018,FH8067303784201,$213,4 (8),,,,,,,,,,,,,,,2.7/3.0 GHz,
1337,Xeon D-2142IT,SR3ZZ (M1),,1.9 GHz,,8 × 1 MB,11 MB,65 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303871000,$438,8 (16),,,,,,,,,,,,,,,2.5/3.0 GHz,
1338,Xeon D-2143IT,SR3ZU (M1),,2.2 GHz,,8 × 1 MB,11 MB,65 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303782900,$566,8 (16),,,,,,,,,,,,,,,2.7/3.0 GHz,
1339,Xeon D-2163IT,SR3ZP (M1),,2.1 GHz,,12 × 1 MB,17 MB,75 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303692003,$930,12 (24),,,,,,,,,,,,,,,2.6/3.0 GHz,
1340,Xeon D-2173IT,SR3ZS (M1),,1.7 GHz,,14 × 1 MB,19 MB,70 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303782702,$1229,14 (28),,,,,,,,,,,,,,,2.3/3.0 GHz,
1341,Xeon D-2183IT,SR3ZQ (M1),,2.2 GHz,,16 × 1 MB,22 MB,100 W,FC-BGA 2518,DMI 3.0,4× DDR4-2400,February 2018,FH8067303782501,$1764,16 (32),,,,,,,,,,,,,,,2.8/3.0 GHz,
1343,Xeon D-2145NT,SR3ZT (M1),,1.9 GHz,,8 × 1 MB,11 MB,65 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303782801,$502,8 (16),,,,,,,,,,,,,,,2.5/3.0 GHz,
1344,Xeon D-2146NT,SR3ZR (M1),,2.3 GHz,,8 × 1 MB,11 MB,80 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303782601,$641,8 (16),,,,,,,,,,,,,,,2.5/3.0 GHz,
1345,Xeon D-2166NT,SR3ZX (M1),,2 GHz,,12 × 1 MB,17 MB,85 W,FC-BGA 2518,DMI 3.0,4× DDR4-2133,February 2018,FH8067303784301,$1005,12 (24),,,,,,,,,,,,,,,2.3/3.0 GHz,
1346,Xeon D-2177NT,SR3ZY (M1),,1.9 GHz,,14 × 1 MB,19 MB,105 W,FC-BGA 2518,DMI 3.0,4× DDR4-2666,February 2018,FH8067303870800,$1443,14 (28),,,,,,,,,,,,,,,2.3/3.0 GHz,
1347,Xeon D-2187NT,SR3ZM (M1),,2 GHz,,16 × 1 MB,22 MB,110 W,FC-BGA 2518,DMI 3.0,4× DDR4-2666,February 2018,FH8067303534005,$1989,16 (32),,,,,,,,,,,,,,,2.4/3.0 GHz,
1349,Xeon E3-1220 v5,SR2CQ (R0) SR2LG (R0),4,3 GHz,3.5 GHz,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201921804 BX80662E31220V5,$193,,,—,—,,,,,,,,,,,,,
1350,Xeon E3-1225 v5,SR2CS (R0) SR2LJ (R0),4,3.3 GHz,1/2/3/4[Note 1],4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201922605 BX80662E31225V5,$213,,,HD Graphics P530,400–1150 MHz,,,,,,,,,,,,,
1351,Xeon E3-1230 v5,SR2CN (R0) SR2LE (R0),4,3.4 GHz,3.8 GHz,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201921713 BX80662E31230V5,$250 $261,,,—,—,,,,,,,,,,,,,
1352,Xeon E3-1240 v5,SR2CM (R0) SR2LD (R0),4,3.5 GHz,3.9 GHz,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201921715 BX80662E31240V5,$272 $282,,,—,—,,,,,,,,,,,,,
1353,Xeon E3-1245 v5,SR2CU (R0) SR2LL (R0),4,3.5 GHz,3.9 GHz,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201934913 BX80662E31245V5,$284,,,HD Graphics P530,400–1150 MHz,,,,,,,,,,,,,
1354,Xeon E3-1270 v5,SR2CP (R0) SR2LF (R0),4,3.6 GHz,4.0 GHz,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201921712 BX80662E31270V5,$328 $339,,,—,—,,,,,,,,,,,,,
1355,Xeon E3-1275 v5,SR2CT (R0) SR2LK (R0),4,3.6 GHz,1/2/3/4,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201934909 BX80662E31275V5,$339 $350,,,HD Graphics P530,400–1150 MHz,,,,,,,,,,,,,
1356,Xeon E3-1280 v5,SR2CL (R0) SR2LC (R0),4,3.7 GHz,4.0 GHz,4 × 256 KB,8 MB,80 W,LGA 1151,DMI 3.0,,October 2015,CM8066201921607,$612,,,—,—,,,,,,,,,,,,,
1358,Xeon E3-1260L v5,SR2CR (R0) SR2LH (R0),4,2.9 GHz,3.9 GHz,4 × 256 KB,8 MB,45 W,LGA 1151,DMI 3.0,,October 2015,CM8066201921903,$294,,,—,—,,,,,,,,,,,,,
1359,Xeon E3-1268L v5,SR2LQ (R0),4,2.4 GHz,7/8/9/10,4 × 256 KB,8 MB,35 W,LGA 1151,DMI 3.0,,October 2015,CM8066201937901,$377,,,HD Graphics P530,350–1000 MHz,,,,,,,,,,,,,
1361,Xeon E3-1235L v5,SR2CV (R0) SR2LM (R0),4,2 GHz,3.0 GHz,4 × 256 KB,6 MB,25 W,LGA 1151,DMI 3.0,,October 2015,CM8066201935807,$250,,,HD Graphics P530,400–1000 MHz,,,,,,,,,,,,,
1362,Xeon E3-1240L v5,SR2CW (R0) SR2LN (R0),4,2.1 GHz,3.2 GHz,4 × 256 KB,8 MB,25 W,LGA 1151,DMI 3.0,,October 2015,CM8066201935808,$278,,,—,—,,,,,,,,,,,,,
1364,Xeon E3-1585 v5,SR2RB (N0),4,3.5 GHz,3.9 GHz,4 × 256 KB,8 MB,65 W,BGA 1440,DMI 3.0,,May 2016,JQ8066201935710,$556,,,Iris Pro Graphics P580,350–1150 MHz,,,,,,,,,,,,,
1366,Xeon E3-1505M v5,SR2FN (R0),4,2.8 GHz,5/6/7/9,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,September 2015,CL8066202191415,$434,,,HD Graphics P530,350–1050 MHz,,,,,,,,,,,,,
1367,Xeon E3-1515M v5,SR2QT (N0),4,2.8 GHz,6/7/8/9,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,January 2016,JQ8066202193208,$489,,,Iris Pro Graphics P580,350–1000 MHz,,,,,,,,,,,,,
1368,Xeon E3-1535M v5,SR2FM (R0),4,2.9 GHz,5/6/7/9,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,September 2015,CL8066202191412,$623,,,HD Graphics P530,350–1050 MHz,,,,,,,,,,,,,
1369,Xeon E3-1545M v5,SR2QU (N0),4,2.9 GHz,6/7/8/9,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,January 2016,JQ8066202193209,$679,,,Iris Pro Graphics P580,350–1050 MHz,,,,,,,,,,,,,
1370,Xeon E3-1575M v5,SR2QV (N0),4,3 GHz,6/7/8/9,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,January 2016,JQ8066202193210,$1207,,,Iris Pro Graphics P580,350–1100 MHz,,,,,,,,,,,,,
1372,Xeon E3-1565L v5,SR2R8 (N0),4,2.5 GHz,3.5 GHz,4 × 256 KB,8 MB,35 W,BGA 1440,DMI 3.0,,May 2016,JQ8066201935626,$417,,,Iris Pro Graphics P580,350–1050 MHz,,,,,,,,,,,,,
1373,Xeon E3-1585L v5,SR2R9 (N0),4,3 GHz,3.7 GHz,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,May 2016,JQ8066201935627,$445,,,Iris Pro Graphics P580,350–1150 MHz,,,,,,,,,,,,,
1375,Xeon E3-1505L v5,SR2E0 (R0),4,2 GHz,2.8 GHz,4 × 256 KB,8 MB,25 W,BGA 1440,DMI 3.0,,Q4 2015,CL8066202399804,$433,,,HD Graphics P530,350–1000 MHz,,,,,,,,,,,,,
1376,Xeon E3-1558L v5,SR2TU (N0),4,1.9 GHz,3.3 GHz,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,May 2016,JQ8066202811101,$396,,,Iris Pro Graphics P555,650–1000 MHz,,,,,,,,,,,,,
1377,Xeon E3-1578L v5,SR2TT (N0),4,2 GHz,3.4 GHz,4 × 256 KB,8 MB,45 W,BGA 1440,DMI 3.0,,May 2016,JQ8066202811001,$449,,,Iris Pro Graphics P580,700–1000 MHz,,,,,,,,,,,,,
1378,Xeon W-2102,SR3LG (U0),,2.9 GHz,,4 × 1 MB,8.25 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2400,29 August 2017,CD8067303532802,$202,4 (4),,,,,,,,,,,,,,,,
1379,Xeon W-2104,SR3LH (U0),,3.2 GHz,,4 × 1 MB,8.25 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2400,29 August 2017,CD8067303532903,$255,4 (4),,,,,,,,,,,,,,,,
1380,Xeon W-2123,SR3LJ (U0),,3.6 GHz,,4 × 1 MB,8.25 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303533002,$294,4 (8),,,,,,,,,,,,,,,3.7/3.9 GHz,
1381,Xeon W-2125,SR3LM (U0),,4 GHz,,4 × 1 MB,8.25 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303533303,$444,4 (8),,,,,,,,,,,,,,,4.4/4.5 GHz,
1382,Xeon W-2133,SR3LL (U0),,3.6 GHz,,6 × 1 MB,8.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303533204,$617,6 (12),,,,,,,,,,,,,,,3.8/3.9 GHz,
1383,Xeon W-2135,SR3LN (U0),,3.7 GHz,,6 × 1 MB,8.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303533403,$835,6 (12),,,,,,,,,,,,,,,4.4/4.5 GHz,
1384,Xeon W-2140B,SR3LK (H0),,3.2 GHz,,8 × 1 MB,11.00 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2666,21 December 2017,,OEM for Apple,8 (16),,,,,,,,,,,,,,,3.9/4.2 GHz,
1385,Xeon W-2145,SR3LQ (U0),,3.7 GHz,,8 × 1 MB,11.00 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303533601,$1113,8 (16),,,,,,,,,,,,,,,4.3/4.5 GHz,
1386,Xeon W-2150B,SR3LS (H0),,3 GHz,,10 × 1 MB,13.75 MB,120 W,LGA 2066,DMI 3.0,4× DDR4-2666,21 December 2017,,OEM for Apple,10 (20),,,,,,,,,,,,,,,4.0/4.5 GHz,
1387,Xeon W-2155,SR3LR (U0),,3.3 GHz,,10 × 1 MB,13.75 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303533703,$1440,10 (20),,,,,,,,,,,,,,,4.0/4.5 GHz,
1388,Xeon W-2170B,SR3W3 (H0),,2.5 GHz,,14 × 1 MB,19.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,21 December 2017,,OEM for Apple,14 (28),,,,,,,,,,,,,,,3.3/4.3 GHz,
1389,Xeon W-2175,SR3W2 (M0),,2.5 GHz,,14 × 1 MB,19.25 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,15 October 2017,CD8067303842300,$1947,14 (28),,,,,,,,,,,,,,,3.3/4.3 GHz,
1390,Xeon W-2191B,SR3RW (H0),,2.3 GHz,,18 × 1 MB,24.75 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,21 December 2017,,OEM for Apple,18 (36),,,,,,,,,,,,,,,3.2/4.3 GHz,
1391,Xeon W-2195,SR3RX (M0),,2.3 GHz,,18 × 1 MB,24.75 MB,140 W,LGA 2066,DMI 3.0,4× DDR4-2666,29 August 2017,CD8067303805901,$2553,18 (36),,,,,,,,,,,,,,,3.2/4.3 GHz,
1392,Xeon W-3175X,SRF6L (H0),,3.1 GHz,,28 × 1 MB,38.5 MB,255 W,LGA 3647,DMI 3.0,6× DDR4-2666,Q4 2018,BX80673W3175X,$2999,28 (56),,,,,,,,,,,,,,,,3.8/4.3/4.5 GHz
1393,Xeon Bronze 3104,SR3GM (U0),,1.7 GHz,,6 × 1 MB,8.25 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2133,11 July 2017,CD8067303562000 BX806733104,$223 $213,6 (6),,,,,,,,,,,,,,,,
1394,Xeon Bronze 3106,SR3GL (U0),,1.7 GHz,,8 × 1 MB,11.00 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2133,11 July 2017,CD8067303561900 BX806733106,$306 $316,8 (8),,,,,,,,,,,,,,,,
1395,Xeon Silver 4106H,SR44Y (U0),,1.8 GHz,,8 × 1 MB,11.00 MB,85 W,,2× 9.6 GT/s UPI,6× DDR4-2400,Q3 2018,CD8067303964400,,8 (16),,,,,,,,,,,,,,,2.1/3.0 GHz,
1396,Xeon Silver 4108,SR3GJ (U0),,1.8 GHz,,8 × 1 MB,11.00 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303561500 BX806734108,$417 $427,8 (16),,,,,,,,,,,,,,,2.1/3.0 GHz,
1397,Xeon Silver 4109T,SR3GP (U0),,2 GHz,,8 × 1 MB,11.00 MB,70 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303562200,$501,8 (16),,,,,,,,,,,,,,,2.3/3.0 GHz,
1398,Xeon Silver 4110,SR3GH (U0),,2.1 GHz,,8 × 1 MB,11.00 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303561400 BX806734110,$501 $511,8 (16),,,,,,,,,,,,,,,2.4/3.0 GHz,
1399,Xeon Silver 4112,SR3GN (U0),,2.6 GHz,,4 × 1 MB,8.25 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303562100 BX806734112,$473 $483,4 (8),,,,,,,,,,,,,,,2.9/3.0 GHz,
1400,Xeon Silver 4114,SR3GK (U0),,2.2 GHz,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303561800 BX806734114,$694 $704,10 (20),,,,,,,,,,,,,,,2.5/3.0 GHz,
1401,Xeon Silver 4114T,SR3MM (U0),,2.2 GHz,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,Q3 2017,CD8067303645300,$773,10 (20),,,,,,,,,,,,,,,2.5/3.0 GHz,
1402,Xeon Silver 4116,SR3HQ (M0),,2.1 GHz,,12 × 1 MB,16.50 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303567200 BX806734116,$1002 $1012,12 (24),,,,,,,,,,,,,,,2.4/3.0 GHz,
1403,Xeon Silver 4116T,SR3MQ (U0),,2.1 GHz,,12 × 1 MB,16.50 MB,85 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,Q3 2017,CD8067303645400,$1112,12 (24),,,,,,,,,,,,,,,2.4/3.0 GHz,
1404,Xeon Silver 4123,SR3VW (M0),,3 GHz,,8 × 1 MB,11.00 MB,105 W,LGA 3647,2× 9.6 GT/s UPI,6× DDR4-2400,Q1 2018,CD8067303810503,,8 (16),,,,,,,,,,,,,,,?/3.2 GHz,
1405,Xeon Gold 5115,SR3GB (M0),,2.4 GHz,,10 × 1 MB,13.75 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303535601,$1221,10 (20),,,,,,,,,,,,,,,2.8/3.2GHz,
1406,Xeon Gold 5117,SR37S (H0),,2 GHz,,14 × 1 MB,19.25 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303317801,OEM,14 (28),,,,,,,,,,,,,,,2.3/2.8GHz,
1407,Xeon Gold 5117F,SR3KM (H0),,2 GHz,,14 × 1 MB,19.25 MB,113 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303680501,OEM,14 (28),,,,,,,,,,,,,,,2.3/2.8GHz,
1408,Xeon Gold 5118,SR3GF (M0),,2.3 GHz,,12 × 1 MB,16.50 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303536100,$1273,12 (24),,,,,,,,,,,,,,,2.7/3.2GHz,
1409,Xeon Gold 5119T,SR3MN (M0),,1.9 GHz,,14 × 1 MB,19.25 MB,85 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303567703,$1555,14 (28),,,,,,,,,,,,,,,2.3/3.2GHz,
1410,Xeon Gold 5120,SR3GD (M0),,2.2 GHz,,14 × 1 MB,19.25 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303535900 BX806735120,$1555 $1561,14 (28),,,,,,,,,,,,,,,2.6/3.2GHz,
1411,Xeon Gold 5120T,SR3GC (M0),,2.2 GHz,,14 × 1 MB,19.25 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2400,11 July 2017,CD8067303535700,$1727,14 (28),,,,,,,,,,,,,,,2.6/3.2GHz,
1412,Xeon Gold 5122,SR3AT (H0),,3.6 GHz,,4 × 1 MB,16.50 MB,105 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303330702 BX806735122,$1221 $1227,4 (8),,,,,,,,,,,,,,,3.7/3.7GHz,
1413,Xeon Gold 6122,SRCKF (H0),,1.8 GHz,,20 × 1 MB,27.5 MB,120 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,Q2 2018,CD8067303927400,$2002,20 (40),,,,,,,,,,,,,,,2.5/3.7GHz,
1414,Xeon Gold 6126,SR3B3 (H0),,2.6 GHz,,12 × 1 MB,19.25 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303405900,$1776,12 (24),,,,,,,,,,,,,,,3.3/3.7GHz,
1415,Xeon Gold 6126F,SR3KE (H0),,2.6 GHz,,12 × 1 MB,19.25 MB,135 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303593400,$1931,12 (24),,,,,,,,,,,,,,,3.3/3.7GHz,
1416,Xeon Gold 6126T,SR3J9 (H0),,2.6 GHz,,12 × 1 MB,19.25 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303593100,$1865,12 (24),,,,,,,,,,,,,,,3.3/3.7GHz,
1417,Xeon Gold 6127M,,,2.2 GHz,,16 × 1 MB,22 MB,145 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,16 (32),,,,,,,,,,,,,,,2.2/2.2GHz,
1418,Xeon Gold 6128,SR3J4 (H0),,3.4 GHz,,6 × 1 MB,19.25 MB,115 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303592600 BX806736128,$1691 $1697,6 (12),,,,,,,,,,,,,,,3.7/3.7GHz,
1419,Xeon Gold 6130,SR3B9 (H0),,2.1 GHz,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303409000 BX806736130,$1900,16 (32),,,,,,,,,,,,,,,2.8/3.7GHz,
1420,Xeon Gold 6130F,SR3KD (H0),,2.1 GHz,,16 × 1 MB,22.00 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303593300,$2049,16 (32),,,,,,,,,,,,,,,2.8/3.7GHz,
1421,Xeon Gold 6130T,SR3J8 (H0),,2.1 GHz,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303593000,$1988,16 (32),,,,,,,,,,,,,,,2.8/3.7GHz,
1422,Xeon Gold 6130H,SR450 (H0),,2.1 GHz,,16 × 1 MB,22.00 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,16 (32),,,,,,,,,,,,,,,3.1/3.7GHz,
1423,Xeon Gold 6131,,,4 GHz,,8 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,,8 (16),,,,,,,,,,,,,,,4.1/4.3GHz,
1424,Xeon Gold 6132,SR3J3 (H0),,2.6 GHz,,14 × 1 MB,19.25 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303592500,$2111,14 (28),,,,,,,,,,,,,,,3.3/3.7GHz,
1425,Xeon Gold 6133,SR3M1 (H0),,2.5 GHz,,20 × 1 MB,27.5 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,20 (40),,,,,,,,,,,,,,,2.8/3.0GHz,
1426,Xeon Gold 6134,SR3AR (H0),,3.2 GHz,,8 × 1 MB,24.75 MB,130 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303330302 BX806736134,$2214 $2220,8 (16),,,,,,,,,,,,,,,3.7/3.7GHz,
1427,Xeon Gold 6134M,SR3AS (H0),,3.2 GHz,,8 × 1 MB,24.75 MB,130 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303330402,$5217,8 (16),,,,,,,,,,,,,,,3.7/3.7GHz,
1428,Xeon Gold 6135,,,3.4 GHz,,8 × 1 MB,24.75 MB,155 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,8 (16),,,,,,,,,,,,,,,4.0/4.2GHz,
1429,Xeon Gold 6135M,,,3.5 GHz,,8 × 1 MB,24.75 MB,155 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,8 (16),,,,,,,,,,,,,,,4.0/4.0GHz,
1430,Xeon Gold 6136,SR3B2 (H0),,3 GHz,,12 × 1 MB,24.75 MB,150 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303405800,$2460,12 (24),,,,,,,,,,,,,,,3.6/3.7GHz,
1431,Xeon Gold 6137,,,3.9 GHz,,8 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,8 (16),,,,,,,,,,,,,,,4.1/4.1GHz,
1432,Xeon Gold 6137M,,,3.9 GHz,,8 × 1 MB,24.75 MB,205 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,,,OEM,8 (16),,,,,,,,,,,,,,,4.1/4.1GHz,
1433,Xeon Gold 6138,SR3B5 (H0),,2 GHz,,20 × 1 MB,27.50 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303406100 BX806736138,$2612 $2618,20 (40),,,,,,,,,,,,,,,2.7/3.7GHz,
1434,Xeon Gold 6138F,SR3KK (H0),,2 GHz,,20 × 1 MB,27.50 MB,135 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303593900,$2767,20 (40),,,,,,,,,,,,,,,2.7/3.7GHz,
1435,Xeon Gold 6138P,SRCUG (H0),,2 GHz,,20 × 1 MB,27.50 MB,195 W,LGA 3647,2× 10.4 GT/s UPI,6× DDR4-2666,Q2 2018,CM8067303824101,$4937,20 (40),,,,,,,,,,,,,,,2.7/3.7GHz,
1436,Xeon Gold 6138T,SR3J7 (H0),,2 GHz,,20 × 1 MB,27.50 MB,125 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303592900,$2742,20 (40),,,,,,,,,,,,,,,2.7/3.7GHz,
1437,Xeon Gold 6139,SR3G3 (H0),,2.3 GHz,,18 × 1 MB,24.75 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,,OEM,18 (36),,,,,,,,,,,,,,,3.1/3.7GHz,
1438,Xeon Gold 6139M,,,2.3 GHz,,18 × 1 MB,24.75 MB,135 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,,OEM,18 (36),,,,,,,,,,,,,,,3.1/3.7GHz,
1439,Xeon Gold 6140,SR3AX (H0),,2.3 GHz,,18 × 1 MB,24.75 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303405200 BX806736140,$2445 $2451,18 (36),,,,,,,,,,,,,,,3.0/3.7GHz,
1440,Xeon Gold 6140M,SR3AZ (H0),,2.3 GHz,,18 × 1 MB,24.75 MB,140 W,LGA 3647,3× 10.4 GT/s UPI,6× DDR4-2666,11 July 2017,CD8067303405500,$5448,18 (36),,,,,,,,,,,,,,,3.0/3.7GHz,
